Date,StockCode,Quantity,Revenue,Transactions
2011-01-19,22460,12,15.0,1
2011-01-27,22460,2,4.92,1
2011-01-28,22460,15,36.9,1
2011-01-30,22460,4,5.0,1
2011-02-02,22460,12,15.0,1
2011-02-16,22460,3,3.75,1
2011-02-17,22460,12,15.0,1
2011-02-22,22460,29,39.88,3
2011-02-25,22460,12,15.0,1
2011-03-01,22460,3,3.75,1
2011-03-02,22460,25,31.25,2
2011-03-03,22460,6,14.76,1
2011-03-04,22460,2,2.5,1
2011-03-06,22460,13,16.25,2
2011-03-07,22460,3,7.38,1
2011-03-08,22460,1,2.46,1
2011-03-13,22460,2,2.5,1
2011-03-14,22460,24,30.0,1
2011-03-16,22460,12,15.0,1
2011-03-17,22460,20,49.2,2
2011-03-25,22460,4,5.0,1
2011-03-28,22460,10,24.6,1
2011-03-30,22460,13,17.46,2
2011-04-01,22460,12,15.0,1
2011-04-05,22460,12,15.0,1
2011-04-07,22460,12,15.0,1
2011-04-08,22460,96,101.76,1
2011-04-13,22460,12,15.0,1
2011-04-14,22460,4,5.0,1
2011-04-17,22460,12,15.0,1
2011-04-18,22460,24,30.0,2
2011-04-21,22460,4,9.84,1
2011-04-26,22460,3,7.38,1
2011-04-28,22460,96,101.76,1
2011-05-03,22460,12,15.0,1
2011-05-06,22460,1,2.46,1
2011-05-10,22460,4,5.0,1
2011-05-11,22460,12,15.0,1
2011-05-12,22460,62,79.92,5
2011-05-13,22460,96,101.76,1
2011-05-15,22460,1,1.25,1
2011-05-17,22460,48,60.0,2
2011-05-18,22460,24,30.0,1
2011-05-19,22460,22,39.6,2
2011-05-22,22460,12,15.0,1
2011-05-23,22460,17,22.46,3
2011-05-29,22460,4,5.0,1
2011-06-01,22460,12,15.0,1
2011-06-06,22460,98,106.68,2
2011-06-07,22460,10,13.71,3
2011-06-08,22460,3,7.38,1
2011-06-09,22460,10,24.6,1
2011-06-12,22460,13,16.25,2
2011-06-13,22460,13,16.25,2
2011-06-15,22460,1,2.46,1
2011-06-16,22460,12,15.0,1
2011-06-19,22460,4,5.0,1
2011-06-20,22460,3,7.38,2
2011-06-24,22460,12,15.0,1
2011-06-28,22460,192,203.52,1
2011-07-04,22460,12,15.0,1
2011-07-05,22460,2,4.92,1
2011-07-08,22460,25,31.25,2
2011-07-10,22460,2,2.5,1
2011-07-13,22460,11,24.64,2
2011-07-17,22460,12,15.0,1
2011-07-18,22460,12,15.0,1
2011-07-19,22460,24,30.0,2
2011-07-21,22460,24,30.0,1
2011-07-24,22460,16,20.0,2
2011-07-25,22460,17,21.25,2
2011-07-27,22460,12,15.0,1
2011-07-29,22460,12,15.0,1
2011-07-31,22460,1,1.25,1
2011-08-04,22460,35,57.06,2
2011-08-08,22460,24,30.0,1
2011-08-10,22460,2,4.92,1
2011-08-11,22460,12,15.0,1
2011-08-12,22460,4,9.84,1
2011-08-16,22460,12,15.0,1
2011-08-19,22460,9,11.25,1
2011-08-21,22460,9,11.25,2
2011-08-26,22460,24,30.0,1
2011-08-30,22460,3,7.38,1
2011-09-01,22460,36,40.44,2
2011-09-02,22460,1,2.46,1
2011-09-05,22460,2,2.5,1
2011-09-07,22460,30,37.5,3
2011-09-09,22460,12,15.0,1
2011-09-12,22460,2,2.5,1
2011-09-13,22460,30,37.5,1
2011-09-16,22460,12,15.0,1
2011-09-19,22460,14,17.5,2
2011-09-20,22460,48,60.0,1
2011-09-25,22460,12,15.0,1
2011-09-30,22460,12,15.0,1
2011-10-03,22460,18,23.71,3
2011-10-06,22460,12,15.0,1
2011-10-10,22460,25,32.46,2
2011-10-11,22460,12,15.0,1
2011-10-14,22460,12,15.0,1
2011-10-17,22460,1,2.46,1
2011-10-18,22460,12,15.0,1
2011-10-21,22460,30,37.5,2
2011-10-24,22460,1,2.46,1
2011-10-26,22460,12,15.0,1
2011-10-27,22460,4,5.0,1
2011-10-28,22460,14,17.5,2
2011-10-31,22460,26,34.92,3
2011-11-01,22460,14,17.5,3
2011-11-02,22460,37,47.46,3
2011-11-03,22460,12,15.0,1
2011-11-06,22460,31,38.75,3
2011-11-08,22460,12,15.0,1
2011-11-10,22460,18,29.759999999999998,2
2011-11-11,22460,4,5.0,1
2011-11-13,22460,2,2.5,1
2011-11-14,22460,96,101.76,1
2011-11-15,22460,5,7.46,2
2011-11-18,22460,6,7.5,1
2011-11-20,22460,2,2.5,1
2011-11-22,22460,36,45.0,2
2011-11-24,22460,48,60.0,2
2011-11-25,22460,24,30.0,1
2011-11-28,22460,3,6.17,3
2011-11-29,22460,18,24.92,4
2011-11-30,22460,9,11.25,2
2011-12-01,22460,3,7.38,1
2011-12-02,22460,1,2.46,1
2011-12-04,22460,12,15.0,1
2011-12-05,22460,13,31.98,1
2011-12-06,22460,1,2.46,1
2011-12-08,22460,25,32.46,3
2011-12-09,22460,12,15.0,1
2010-12-05,22461,2,25.5,1
2010-12-06,22461,3,63.73,3
2010-12-07,22461,1,25.49,1
2010-12-13,22461,1,25.49,1
2010-12-19,22461,2,25.5,2
2010-12-21,22461,1,12.75,1
2011-01-05,22461,1,25.49,1
2011-01-12,22461,2,25.5,1
2011-01-16,22461,2,25.5,1
2011-01-28,22461,1,12.75,1
2011-02-15,22461,6,65.69999999999999,1
2011-02-22,22461,1,12.75,1
2011-02-24,22461,1,12.75,1
2011-03-10,22461,1,12.75,1
2011-04-01,22461,1,12.75,1
2011-04-03,22461,10,109.5,1
2011-04-04,22461,2,37.71,2
2011-04-19,22461,24,94.80000000000001,1
2011-04-21,22461,24,94.80000000000001,1
2011-05-08,22461,2,25.5,2
2011-05-23,22461,6,65.69999999999999,1
2011-05-24,22461,1,24.96,1
2011-06-01,22461,1,24.96,1
2011-06-02,22461,2,25.5,1
2011-06-28,22461,1,12.75,1
2011-07-06,22461,12,47.400000000000006,1
2011-07-08,22461,6,23.700000000000003,1
2011-07-10,22461,1,3.95,1
2011-07-11,22461,8,31.6,1
2011-07-13,22461,8,31.6,2
2011-07-14,22461,6,23.700000000000003,1
2011-07-17,22461,6,23.700000000000003,1
2011-07-18,22461,12,47.400000000000006,1
2011-07-20,22461,10,39.5,1
2011-07-21,22461,19,75.05000000000001,3
2011-07-26,22461,6,23.700000000000003,1
2011-07-29,22461,6,23.700000000000003,1
2011-08-03,22461,12,47.400000000000006,2
2011-08-09,22461,7,27.650000000000002,2
2011-08-10,22461,12,47.400000000000006,1
2011-08-11,22461,8,31.6,2
2011-08-12,22461,1,3.95,1
2010-12-01,22464,24,39.599999999999994,2
2010-12-02,22464,12,19.799999999999997,1
2010-12-05,22464,3,4.949999999999999,1
2010-12-06,22464,4,13.44,1
2010-12-07,22464,5,16.8,2
2010-12-08,22464,13,23.159999999999997,2
2010-12-09,22464,14,26.519999999999996,2
2010-12-10,22464,2,6.72,1
2010-12-13,22464,14,26.519999999999996,2
2010-12-14,22464,12,19.799999999999997,2
2010-12-16,22464,1,1.65,1
2010-12-17,22464,27,49.67999999999999,2
2010-12-20,22464,8,16.619999999999997,2
2010-12-21,22464,12,19.799999999999997,1
2010-12-22,22464,12,19.799999999999997,1
2011-01-06,22464,12,19.799999999999997,1
2011-01-07,22464,12,17.4,1
2011-01-11,22464,13,23.159999999999997,2
2011-01-12,22464,19,33.059999999999995,3
2011-01-16,22464,6,9.899999999999999,1
2011-01-17,22464,18,29.699999999999996,2
2011-01-18,22464,1,3.29,1
2011-01-19,22464,12,19.799999999999997,1
2011-01-23,22464,15,24.749999999999996,3
2011-01-24,22464,1,3.29,1
2011-01-25,22464,12,19.799999999999997,1
2011-01-26,22464,1,1.65,1
2011-01-27,22464,6,9.899999999999999,1
2011-01-28,22464,5,16.45,1
2011-01-30,22464,6,9.899999999999999,1
2011-01-31,22464,36,59.39999999999999,2
2011-02-01,22464,8,26.32,1
2011-02-03,22464,34,72.5,3
2011-02-06,22464,6,9.899999999999999,1
2011-02-07,22464,4,6.6,1
2011-02-08,22464,13,23.089999999999996,2
2011-02-13,22464,1,1.65,1
2011-02-14,22464,1,3.29,1
2011-02-15,22464,12,19.799999999999997,1
2011-02-16,22464,12,19.799999999999997,1
2011-02-17,22464,24,37.199999999999996,2
2011-02-20,22464,1,1.65,1
2011-02-22,22464,1,3.29,1
2011-02-24,22464,12,19.799999999999997,1
2011-02-25,22464,12,19.799999999999997,1
2011-02-27,22464,6,9.899999999999999,1
2011-02-28,22464,18,29.699999999999996,2
2011-03-01,22464,7,13.189999999999998,2
2011-03-03,22464,10,32.9,1
2011-03-04,22464,1,3.29,1
2011-03-06,22464,3,4.949999999999999,1
2011-03-07,22464,7,13.189999999999998,2
2011-03-08,22464,22,52.699999999999996,2
2011-03-11,22464,24,39.599999999999994,2
2011-03-13,22464,4,6.6,2
2011-03-14,22464,12,19.799999999999997,1
2011-03-16,22464,12,19.799999999999997,1
2011-03-17,22464,18,29.699999999999996,2
2011-03-18,22464,24,39.599999999999994,2
2011-03-20,22464,20,32.99999999999999,3
2011-03-22,22464,23,44.50999999999999,5
2011-03-27,22464,15,24.749999999999996,2
2011-03-28,22464,25,41.24999999999999,3
2011-03-29,22464,15,39.51,2
2011-03-31,22464,12,19.799999999999997,1
2011-04-01,22464,24,39.599999999999994,2
2011-04-03,22464,3,4.949999999999999,1
2011-04-04,22464,4,13.16,2
2011-04-05,22464,7,13.189999999999998,2
2011-04-07,22464,6,9.899999999999999,1
2011-04-08,22464,26,42.89999999999999,3
2011-04-10,22464,7,11.549999999999999,2
2011-04-11,22464,12,19.799999999999997,1
2011-04-13,22464,6,9.899999999999999,1
2011-04-14,22464,74,112.49999999999999,4
2011-04-15,22464,30,49.49999999999999,3
2011-04-17,22464,18,29.699999999999996,2
2011-04-18,22464,3,9.870000000000001,2
2011-04-19,22464,6,9.899999999999999,1
2011-04-21,22464,30,59.339999999999996,2
2011-04-26,22464,12,19.799999999999997,1
2011-04-27,22464,14,23.099999999999998,2
2011-04-28,22464,30,44.699999999999996,2
2011-05-01,22464,12,19.799999999999997,1
2011-05-03,22464,13,23.089999999999996,2
2011-05-04,22464,12,19.799999999999997,1
2011-05-05,22464,74,110.97999999999999,3
2011-05-06,22464,4,13.16,1
2011-05-08,22464,12,19.799999999999997,1
2011-05-09,22464,12,19.799999999999997,1
2011-05-10,22464,14,23.099999999999998,2
2011-05-11,22464,13,21.449999999999996,2
2011-05-12,22464,12,19.799999999999997,1
2011-05-13,22464,20,46.12,2
2011-05-15,22464,12,19.799999999999997,1
2011-05-16,22464,12,19.799999999999997,1
2011-05-17,22464,36,59.39999999999999,3
2011-05-18,22464,18,29.699999999999996,2
2011-05-22,22464,12,19.799999999999997,1
2011-05-23,22464,12,19.799999999999997,1
2011-05-24,22464,4,6.6,1
2011-05-27,22464,49,71.25,2
2011-05-29,22464,1,1.65,1
2011-05-31,22464,12,19.799999999999997,1
2011-06-01,22464,1,3.29,1
2011-06-06,22464,13,21.449999999999996,2
2011-06-08,22464,12,19.799999999999997,1
2011-06-09,22464,24,39.599999999999994,2
2011-06-12,22464,12,19.799999999999997,1
2011-06-13,22464,12,19.799999999999997,1
2011-06-14,22464,12,19.799999999999997,1
2011-06-16,22464,36,59.39999999999999,2
2011-06-17,22464,12,19.799999999999997,1
2011-06-21,22464,21,42.849999999999994,3
2011-06-22,22464,12,19.799999999999997,1
2011-06-23,22464,15,24.749999999999996,2
2011-06-24,22464,18,29.699999999999996,2
2011-06-26,22464,2,3.3,1
2011-06-27,22464,12,19.799999999999997,1
2011-06-28,22464,24,39.599999999999994,2
2011-06-29,22464,24,39.599999999999994,2
2011-07-03,22464,3,4.949999999999999,1
2011-07-04,22464,17,31.329999999999995,4
2011-07-07,22464,18,39.54,2
2011-07-13,22464,18,29.699999999999996,2
2011-07-14,22464,12,19.799999999999997,1
2011-07-15,22464,2,4.9399999999999995,2
2011-07-19,22464,36,59.39999999999999,3
2011-07-21,22464,2,3.3,1
2011-07-22,22464,12,19.799999999999997,1
2011-07-24,22464,24,39.599999999999994,2
2011-07-26,22464,2,3.3,1
2011-07-27,22464,16,32.959999999999994,2
2011-07-28,22464,24,39.599999999999994,2
2011-07-31,22464,2,3.3,1
2011-08-02,22464,2,6.58,1
2011-08-07,22464,48,79.19999999999999,2
2011-08-09,22464,1,1.65,1
2011-08-10,22464,12,19.799999999999997,1
2011-08-12,22464,13,23.089999999999996,2
2011-08-15,22464,12,19.799999999999997,1
2011-08-17,22464,72,109.19999999999999,2
2011-08-19,22464,24,39.599999999999994,2
2011-08-25,22464,12,19.799999999999997,1
2011-08-28,22464,1,1.65,1
2011-08-30,22464,5,16.45,3
2011-09-01,22464,24,37.199999999999996,2
2011-09-06,22464,1,1.65,1
2011-09-07,22464,20,65.8,1
2011-09-08,22464,12,19.799999999999997,1
2011-09-11,22464,36,59.39999999999999,3
2011-09-12,22464,2,6.58,1
2011-09-13,22464,6,9.899999999999999,1
2011-09-16,22464,12,19.799999999999997,1
2011-09-18,22464,6,9.899999999999999,1
2011-09-19,22464,12,19.799999999999997,1
2011-09-21,22464,1,3.29,1
2011-09-22,22464,15,29.669999999999998,2
2011-09-23,22464,5,11.53,3
2011-09-25,22464,12,19.799999999999997,1
2011-09-26,22464,12,19.799999999999997,1
2011-09-27,22464,24,39.599999999999994,1
2011-09-28,22464,12,19.799999999999997,1
2011-09-29,22464,30,49.49999999999999,3
2011-09-30,22464,12,19.799999999999997,1
2011-10-03,22464,38,65.97999999999999,3
2011-10-05,22464,6,9.899999999999999,1
2011-10-07,22464,14,23.099999999999998,2
2011-10-10,22464,25,42.88999999999999,4
2011-10-11,22464,12,19.799999999999997,1
2011-10-12,22464,12,19.799999999999997,1
2011-10-14,22464,12,19.799999999999997,1
2011-10-17,22464,13,23.089999999999996,2
2011-10-18,22464,24,34.8,1
2011-10-19,22464,12,19.799999999999997,1
2011-10-20,22464,24,39.599999999999994,2
2011-10-24,22464,3,9.870000000000001,1
2011-10-25,22464,12,19.799999999999997,1
2011-10-27,22464,13,23.089999999999996,2
2011-10-28,22464,4,6.6,1
2011-10-30,22464,15,24.749999999999996,2
2011-10-31,22464,2,6.58,2
2011-11-01,22464,12,19.799999999999997,1
2011-11-03,22464,1,3.29,1
2011-11-06,22464,7,11.549999999999999,2
2011-11-07,22464,12,19.799999999999997,1
2011-11-08,22464,12,19.799999999999997,1
2011-11-10,22464,14,23.099999999999998,2
2011-11-11,22464,13,23.089999999999996,2
2011-11-13,22464,8,13.2,2
2011-11-14,22464,12,19.799999999999997,2
2011-11-15,22464,12,19.799999999999997,1
2011-11-16,22464,18,29.7,1
2011-11-17,22464,12,19.799999999999997,1
2011-11-18,22464,6,19.740000000000002,1
2011-11-20,22464,96,139.2,1
2011-11-22,22464,6,9.899999999999999,1
2011-11-23,22464,1,3.29,1
2011-11-24,22464,12,19.799999999999997,1
2011-11-25,22464,12,19.799999999999997,1
2011-11-27,22464,2,3.3,2
2011-11-28,22464,16,32.959999999999994,2
2011-11-29,22464,62,95.97999999999999,2
2011-11-30,22464,1,3.29,1
2011-12-01,22464,3,4.949999999999999,2
2011-12-02,22464,2,6.58,1
2011-12-04,22464,1,0.79,1
2011-12-05,22464,66,69.96,8
2011-12-06,22464,228,180.12,4
2011-12-07,22464,97,86.95,6
2011-12-08,22464,27,26.33,5
2011-12-09,22464,49,41.21,4
2010-12-01,22465,12,19.799999999999997,1
2010-12-02,22465,48,79.19999999999999,3
2010-12-06,22465,16,33.239999999999995,3
2010-12-07,22465,1,3.36,1
2010-12-08,22465,13,23.159999999999997,2
2010-12-09,22465,29,56.39999999999999,3
2010-12-10,22465,1,3.36,1
2010-12-14,22465,36,56.99999999999999,4
2010-12-15,22465,12,19.799999999999997,1
2010-12-16,22465,1,1.65,1
2010-12-17,22465,1,3.36,1
2010-12-20,22465,6,9.899999999999999,1
2011-01-12,22465,18,29.699999999999996,2
2011-01-17,22465,6,9.899999999999999,1
2011-01-23,22465,1,1.65,1
2011-01-24,22465,1,3.29,1
2011-02-08,22465,4,9.879999999999999,2
2011-02-15,22465,2,6.58,1
2011-02-17,22465,12,17.4,1
2011-02-28,22465,12,19.799999999999997,1
2011-03-03,22465,1,3.29,1
2011-03-08,22465,12,19.799999999999997,1
2011-03-11,22465,12,19.799999999999997,1
2011-03-16,22465,24,39.599999999999994,2
2011-03-18,22465,13,23.089999999999996,2
2011-03-25,22465,25,82.25,1
2011-03-29,22465,6,9.899999999999999,1
2011-04-04,22465,1,3.29,1
2011-04-08,22465,14,23.099999999999998,2
2011-04-14,22465,62,92.69999999999999,3
2011-04-15,22465,12,19.799999999999997,1
2011-04-18,22465,1,3.29,1
2011-04-27,22465,14,23.099999999999998,2
2011-04-28,22465,24,34.8,1
2011-05-03,22465,12,19.799999999999997,1
2011-05-04,22465,24,39.599999999999994,2
2011-05-06,22465,3,9.870000000000001,1
2011-05-12,22465,1,3.29,1
2011-05-13,22465,12,19.799999999999997,1
2011-05-15,22465,6,9.899999999999999,1
2011-05-16,22465,27,49.47,3
2011-05-25,22465,3,9.870000000000001,1
2011-05-27,22465,12,19.799999999999997,1
2011-06-08,22465,12,19.799999999999997,1
2011-06-14,22465,24,39.599999999999994,1
2011-06-16,22465,12,19.799999999999997,1
2011-06-17,22465,12,19.799999999999997,1
2011-06-20,22465,1,3.29,1
2011-06-21,22465,2,6.58,2
2011-06-23,22465,12,19.799999999999997,1
2011-06-26,22465,12,19.799999999999997,1
2011-06-29,22465,12,19.799999999999997,1
2011-07-06,22465,1,1.65,1
2011-07-19,22465,24,39.599999999999994,1
2011-07-21,22465,12,19.799999999999997,1
2011-07-22,22465,12,19.799999999999997,1
2011-07-26,22465,14,23.099999999999998,2
2011-07-28,22465,12,19.799999999999997,1
2011-07-31,22465,18,29.7,1
2011-08-04,22465,3,9.870000000000001,1
2011-08-08,22465,2,6.58,1
2011-08-12,22465,24,39.599999999999994,2
2011-08-15,22465,12,19.799999999999997,1
2011-08-17,22465,1,1.65,1
2011-08-25,22465,12,19.799999999999997,1
2011-09-01,22465,24,34.8,1
2011-09-02,22465,1,3.29,1
2011-09-11,22465,18,29.699999999999996,2
2011-09-13,22465,96,139.2,1
2011-09-14,22465,12,19.799999999999997,1
2011-09-16,22465,12,19.799999999999997,1
2011-09-18,22465,6,9.899999999999999,1
2011-09-20,22465,12,19.799999999999997,1
2011-09-21,22465,13,23.089999999999996,2
2011-09-22,22465,27,49.47,3
2011-09-23,22465,13,21.449999999999996,2
2011-09-27,22465,12,19.799999999999997,1
2011-09-29,22465,6,9.899999999999999,1
2011-10-03,22465,2,6.58,1
2011-10-04,22465,2,3.3,1
2011-10-05,22465,18,29.699999999999996,2
2011-10-07,22465,38,62.69999999999999,4
2011-10-10,22465,8,13.2,2
2011-10-11,22465,16,32.959999999999994,2
2011-10-12,22465,12,19.799999999999997,1
2011-10-14,22465,12,19.799999999999997,1
2011-10-17,22465,25,42.88999999999999,3
2011-10-18,22465,24,34.8,1
2011-10-19,22465,24,39.599999999999994,2
2011-10-20,22465,12,19.799999999999997,1
2011-10-24,22465,12,19.799999999999997,1
2011-10-28,22465,24,39.599999999999994,2
2011-10-30,22465,14,23.099999999999998,2
2011-10-31,22465,2,6.58,1
2011-11-01,22465,18,29.699999999999996,2
2011-11-06,22465,1,1.65,1
2011-11-08,22465,15,29.669999999999998,2
2011-11-09,22465,1,3.29,1
2011-11-10,22465,10,16.5,2
2011-11-11,22465,12,19.799999999999997,1
2011-11-13,22465,10,16.5,3
2011-11-14,22465,30,59.339999999999996,4
2011-11-15,22465,18,29.699999999999996,2
2011-11-16,22465,24,39.599999999999994,2
2011-11-17,22465,12,19.799999999999997,1
2011-11-21,22465,6,9.899999999999999,1
2011-11-22,22465,24,39.599999999999994,2
2011-11-24,22465,97,142.49,3
2011-11-25,22465,12,19.799999999999997,1
2011-11-27,22465,2,3.3,1
2011-11-28,22465,12,19.799999999999997,1
2011-11-29,22465,6,19.740000000000002,2
2011-12-01,22465,14,23.099999999999998,2
2011-12-02,22465,2,6.58,1
2011-12-04,22465,4,3.16,2
2011-12-05,22465,207,188.85000000000002,9
2011-12-06,22465,74,60.96000000000001,6
2011-12-07,22465,97,76.63000000000001,8
2011-12-08,22465,13,12.77,2
2011-12-09,22465,36,28.44,2
2010-12-01,22466,462,684.9,4
2010-12-02,22466,24,46.8,1
2010-12-03,22466,17,44.45,2
2010-12-05,22466,25,48.75,2
2010-12-06,22466,30,99.18,3
2010-12-07,22466,2,8.42,1
2010-12-08,22466,4,16.84,1
2010-12-10,22466,7,27.21,2
2010-12-12,22466,1,1.95,1
2010-12-13,22466,3,12.629999999999999,1
2010-12-14,22466,12,23.4,1
2010-12-16,22466,420,615.0,2
2010-12-17,22466,3,12.629999999999999,2
2010-12-20,22466,26,55.22,2
2010-12-21,22466,1,4.21,1
2011-01-04,22466,12,23.4,1
2011-01-06,22466,12,23.4,1
2011-01-07,22466,1,4.21,1
2011-01-10,22466,12,23.4,1
2011-01-13,22466,1,4.13,1
2011-01-14,22466,96,158.39999999999998,1
2011-01-19,22466,12,23.4,1
2011-01-20,22466,12,23.4,1
2011-01-21,22466,12,23.4,1
2011-01-25,22466,12,23.4,1
2011-02-01,22466,1,1.95,1
2011-02-07,22466,1,1.95,1
2011-02-09,22466,12,23.4,1
2011-02-18,22466,12,23.4,1
2011-02-21,22466,60,102.6,2
2011-02-27,22466,12,23.4,1
2011-03-07,22466,1,1.95,1
2011-03-20,22466,12,23.4,1
2011-03-23,22466,14,27.299999999999997,2
2011-03-24,22466,12,23.4,1
2011-03-25,22466,1,1.95,1
2011-03-28,22466,12,23.4,1
2011-03-30,22466,12,23.4,1
2011-04-01,22466,2,3.9,1
2011-04-05,22466,12,23.4,1
2011-04-08,22466,12,23.4,1
2011-04-12,22466,12,23.4,1
2011-04-17,22466,12,23.4,1
2011-04-21,22466,1,4.13,1
2011-05-11,22466,12,23.4,1
2011-05-12,22466,12,23.4,1
2011-05-17,22466,192,316.79999999999995,1
2011-05-22,22466,12,23.4,1
2011-05-29,22466,2,3.9,1
2011-05-31,22466,24,46.8,1
2011-06-01,22466,12,23.4,1
2011-06-05,22466,144,237.6,1
2011-06-12,22466,12,23.4,1
2011-06-20,22466,3,5.85,1
2011-06-21,22466,3,5.85,2
2011-06-22,22466,12,23.4,1
2011-06-28,22466,12,23.4,1
2011-06-30,22466,12,23.4,1
2011-07-05,22466,14,31.659999999999997,2
2011-07-10,22466,1,1.95,1
2011-07-11,22466,2,3.9,2
2011-07-14,22466,1,4.13,1
2011-07-19,22466,48,79.19999999999999,1
2011-07-31,22466,12,23.4,1
2011-08-02,22466,1,4.13,1
2011-08-04,22466,12,23.4,1
2011-08-08,22466,3,12.39,2
2011-08-10,22466,24,46.8,1
2011-08-11,22466,24,46.8,2
2011-08-17,22466,12,23.4,1
2011-08-23,22466,17,33.15,2
2011-08-25,22466,12,23.4,1
2011-08-26,22466,1,1.95,1
2011-08-30,22466,1,4.13,1
2011-09-02,22466,2,8.26,2
2011-09-07,22466,13,27.529999999999998,2
2011-09-08,22466,13,27.529999999999998,2
2011-09-09,22466,1,1.95,1
2011-09-13,22466,12,23.4,1
2011-09-14,22466,13,25.349999999999998,2
2011-09-15,22466,24,46.8,2
2011-09-19,22466,12,23.4,1
2011-09-20,22466,24,46.8,1
2011-09-21,22466,12,23.4,1
2011-09-22,22466,8,19.96,2
2011-09-23,22466,12,23.4,1
2011-09-26,22466,6,11.7,1
2011-09-27,22466,3,5.85,1
2011-09-28,22466,36,70.19999999999999,2
2011-09-29,22466,39,78.22999999999999,5
2011-09-30,22466,5,9.75,1
2011-10-03,22466,13,27.529999999999998,2
2011-10-04,22466,1,4.13,1
2011-10-05,22466,1,4.13,1
2011-10-06,22466,12,23.4,1
2011-10-07,22466,24,46.8,2
2011-10-10,22466,2,3.9,1
2011-10-12,22466,24,46.8,2
2011-10-13,22466,13,25.349999999999998,2
2011-10-17,22466,24,46.8,2
2011-10-18,22466,12,19.799999999999997,1
2011-10-19,22466,53,114.25,5
2011-10-20,22466,1,1.95,1
2011-10-23,22466,2,3.9,1
2011-10-24,22466,3,12.39,2
2011-10-25,22466,1,4.13,1
2011-10-26,22466,2,3.9,1
2011-10-30,22466,12,23.4,1
2011-10-31,22466,18,39.459999999999994,3
2011-11-01,22466,2,3.9,1
2011-11-02,22466,13,27.529999999999998,2
2011-11-03,22466,1,4.13,1
2011-11-06,22466,24,46.8,2
2011-11-09,22466,15,35.79,2
2011-11-11,22466,14,31.659999999999997,2
2011-11-13,22466,1,1.95,1
2011-11-14,22466,29,58.73,4
2011-11-15,22466,111,194.18999999999997,3
2011-11-16,22466,15,51.05,2
2011-11-17,22466,113,191.54999999999998,4
2011-11-18,22466,1,4.13,1
2011-11-23,22466,13,25.35,3
2011-11-24,22466,2,8.26,1
2011-11-25,22466,1,4.13,1
2011-11-27,22466,18,35.099999999999994,2
2011-11-28,22466,43,83.85,5
2011-11-29,22466,13,27.529999999999998,2
2011-11-30,22466,13,27.529999999999998,2
2011-12-02,22466,26,52.879999999999995,4
2011-12-04,22466,1,1.95,1
2011-12-05,22466,13,27.529999999999998,2
2011-12-06,22466,4,16.52,1
2011-12-07,22466,15,29.25,2
2011-12-08,22466,21,58.39,5
2011-12-09,22466,13,27.529999999999998,2
2010-12-01,22467,9,25.46,2
2010-12-02,22467,120,257.40000000000003,2
2010-12-03,22467,5,15.259999999999998,4
2010-12-05,22467,27,68.85,5
2010-12-06,22467,41,172.32,6
2010-12-07,22467,75,161.36,4
2010-12-08,22467,65,149.55,5
2010-12-09,22467,2,10.12,1
2010-12-10,22467,108,226.8,1
2010-12-12,22467,2,5.1,1
2010-12-13,22467,13,33.15,2
2010-12-14,22467,37,78.15,2
2010-12-16,22467,42,90.9,2
2010-12-17,22467,4,20.24,3
2010-12-19,22467,2,5.1,1
2010-12-20,22467,7,17.849999999999998,3
2010-12-22,22467,6,15.299999999999999,1
2011-01-04,22467,36,75.60000000000001,1
2011-01-05,22467,7,17.849999999999998,2
2011-01-06,22467,60,136.8,2
2011-01-07,22467,48,106.2,2
2011-01-09,22467,8,20.4,2
2011-01-10,22467,33,78.56,4
2011-01-11,22467,60,159.0,2
2011-01-12,22467,5,22.34,2
2011-01-13,22467,4,19.84,2
2011-01-14,22467,73,156.16000000000003,2
2011-01-16,22467,4,10.2,1
2011-01-17,22467,3,14.879999999999999,2
2011-01-18,22467,20,47.720000000000006,2
2011-01-19,22467,7,20.259999999999998,3
2011-01-21,22467,144,302.40000000000003,2
2011-01-23,22467,3,7.6499999999999995,1
2011-01-24,22467,7,20.259999999999998,2
2011-01-25,22467,9,22.95,2
2011-01-26,22467,66,152.1,3
2011-01-27,22467,14,35.699999999999996,3
2011-01-28,22467,12,30.599999999999998,2
2011-01-31,22467,54,121.5,3
2011-02-01,22467,45,103.37,4
2011-02-02,22467,3,7.6499999999999995,1
2011-02-03,22467,12,30.599999999999998,2
2011-02-04,22467,10,25.499999999999996,3
2011-02-07,22467,2,7.51,2
2011-02-09,22467,3,14.879999999999999,2
2011-02-10,22467,6,15.299999999999999,1
2011-02-11,22467,1,2.1,1
2011-02-13,22467,2,5.1,1
2011-02-14,22467,3,10.059999999999999,2
2011-02-15,22467,8,25.22,2
2011-02-16,22467,42,90.9,2
2011-02-17,22467,22,53.11,4
2011-02-18,22467,1,4.96,1
2011-02-20,22467,49,124.94999999999999,3
2011-02-21,22467,7,20.259999999999998,2
2011-02-22,22467,37,94.35,4
2011-02-23,22467,11,37.69,5
2011-02-24,22467,16,40.8,3
2011-02-25,22467,1,4.96,1
2011-02-27,22467,8,20.4,2
2011-02-28,22467,17,43.349999999999994,4
2011-03-02,22467,48,106.2,3
2011-03-03,22467,20,55.82,2
2011-03-04,22467,6,15.299999999999999,1
2011-03-06,22467,1,2.55,1
2011-03-07,22467,22,56.099999999999994,5
